smallest-text-minus href,listing-image src,listing-text-new,listing-text-new 2,fade-out-content-wrapper,fade-out-content-wrapper href 2,db,fade-out-content-wrapper 2,fade-out-content-wrapper 3,fade-out-content-wrapper 4
https://www.arabam.com/ilan/galeriden-satilik-fiat-doblo-combi-1-6-multijet-premio-plus/galeriden-fiat-doblo-combi-1-6-multijet-premio-plus-2023-model-samsun/30183711,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30183711/c005cac9-e048-4e2b-b755-e7f60a121391_image_for_silan_30183711_240x180.jpg,Fiat Doblo Combi 1.6 Multijet Premio Plus,Galeriden Fiat Doblo Combi 1.6 Multijet Premio Plus 2023 Model Samsun,2023,https://www.arabam.com/ilan/galeriden-satilik-fiat-doblo-combi-1-6-multijet-premio-plus/galeriden-fiat-doblo-combi-1-6-multijet-premio-plus-2023-model-samsun/30183711,955.000 TL,12 Haziran 2025,Samsun,İlkadım
https://www.arabam.com/ilan/galeriden-satilik-peugeot-3008-1-5-bluehdi-allure/2022-peugeot-3008-1-5-blue-hdi-allure-boyasiz/29910865,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/28/29910865/a8bea8ca-6cc9-41d0-b59c-f9e614295687_image_for_silan_29910865_240x180.jpg,Peugeot 3008 1.5 BlueHDI Allure,2022 PEUGEOT 3008 1.5 BLUE HDİ ALLURE BOYASIZ,2022,https://www.arabam.com/ilan/galeriden-satilik-peugeot-3008-1-5-bluehdi-allure/2022-peugeot-3008-1-5-blue-hdi-allure-boyasiz/29910865,1.885.000 TL,12 Haziran 2025,Konya,Karatay
https://www.arabam.com/ilan/galeriden-satilik-renault-talisman-1-5-dci-touch/hatasiz-talisman-1-5-dci-touch-2016/30181699,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30181699/2cfc9601-6305-49b2-9d3d-c3c7c7a5075e_image_for_silan_30181699_240x180.jpg,Renault Talisman 1.5 dCi Touch,HATASIZ Talisman 1.5 dCi Touch 2016,2016,https://www.arabam.com/ilan/galeriden-satilik-renault-talisman-1-5-dci-touch/hatasiz-talisman-1-5-dci-touch-2016/30181699,935.000 TL,12 Haziran 2025,Konya,Karatay
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/ilk-el-yetkili-servis-bakimli-1-6-dizel-otomatik-golf/30088930,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/08/30088930/0c7e5948-b668-4a34-a3c7-f69dcf771fdc_image_for_silan_30088930_240x180.jpg,Volkswagen Golf 1.6 TDi BlueMotion Comfortline,İLK EL YETKİLİ SERVİS BAKIMLI 1.6 DİZEL OTOMATİK GOLF,2015,https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/ilk-el-yetkili-servis-bakimli-1-6-dizel-otomatik-golf/30088930,970.000 TL,12 Haziran 2025,Elazığ,Merkez
https://www.arabam.com/ilan/galeriden-satilik-toyota-hilux-2-4-d-4d-4x4-invincible/galeriden-toyota-hilux-2-4-d-4d-4x4-invincible-2023-model-aydin/28482661,https://arbstorage.mncdn.com/ilanfotograflari/2025/03/20/28482661/755914a6-3810-47f5-8f73-db84943d8b9b_image_for_silan_28482661_240x180.jpg,Toyota Hilux 2.4 D-4D 4x4 Invincible,Galeriden Toyota Hilux 2.4 D-4D 4x4 Invincible 2023 Model Aydın,2023,https://www.arabam.com/ilan/galeriden-satilik-toyota-hilux-2-4-d-4d-4x4-invincible/galeriden-toyota-hilux-2-4-d-4d-4x4-invincible-2023-model-aydin/28482661,1.995.000 TL,12 Haziran 2025,Aydın,Söke
https://www.arabam.com/ilan/sahibinden-satilik-peugeot-301-1-6-bluehdi-active/sahibinden-peugeot-301-1-6-bluehdi-active-2018-model/30180499,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Peugeot 301 1.6 BlueHDI Active,Sahibinden Peugeot 301 1.6 BlueHDI Active 2018 Model,2018,https://www.arabam.com/ilan/sahibinden-satilik-peugeot-301-1-6-bluehdi-active/sahibinden-peugeot-301-1-6-bluehdi-active-2018-model/30180499,630.000 TL,12 Haziran 2025,İstanbul,Esenyurt
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-variant-1-4-tsi-bluemotion-highline/2017-passat-wariant-highline-cam-tavan-saunroof-otomatik/30179866,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Volkswagen Passat Variant 1.4 TSi BlueMotion Highline,2017 PASSAT WARİANT HİGHLİNE CAM TAVAN SAUNROOF OTOMATİK,2017,https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-variant-1-4-tsi-bluemotion-highline/2017-passat-wariant-highline-cam-tavan-saunroof-otomatik/30179866,1.395.000 TL,12 Haziran 2025,İstanbul,Bayrampaşa
https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-es/acar-otomotivden-honda-civic-1-6-vtec-es-paket/30179315,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Honda Civic 1.6 i-VTEC ES,ACAR OTOMOTİVDEN HONDA CİVİC 1.6 VTEC ES PAKET,2003,https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-es/acar-otomotivden-honda-civic-1-6-vtec-es-paket/30179315,470.000 TL,12 Haziran 2025,Samsun,Bafra
https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/hatasiz-boyasiz-tramersiz-2021-corolla-otomatik-hybrid-59binkm/30178363,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Toyota Corolla 1.8 Hybrid Dream,HATASIZ-BOYASIZ-TRAMERSİZ-2021-COROLLA-OTOMATİK-HYBRİD-59BinKM,2021,https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/hatasiz-boyasiz-tramersiz-2021-corolla-otomatik-hybrid-59binkm/30178363,1.329.000 TL,12 Haziran 2025,Mersin,Toroslar
https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-shine/unallar-group-dan-hatasiz-ful-donanim-shine-paket/23951690,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Citroen C-Elysee 1.5 BlueHDi Shine,ÜNALLAR GROUP DAN HATASIZ FUL DONANIM SHİNE PAKET,2020,https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-shine/unallar-group-dan-hatasiz-ful-donanim-shine-paket/23951690,830.000 TL,12 Haziran 2025,Gaziantep,Nizip
https://www.arabam.com/ilan/galeriden-satilik-hyundai-tucson-1-6-gdi-elite/galeriden-hyundai-tucson-1-6-gdi-elite-2015-model-antalya/30176429,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Hyundai Tucson 1.6 GDi Elite,Galeriden Hyundai Tucson 1.6 GDi Elite 2015 Model Antalya,2015,https://www.arabam.com/ilan/galeriden-satilik-hyundai-tucson-1-6-gdi-elite/galeriden-hyundai-tucson-1-6-gdi-elite-2015-model-antalya/30176429,1.175.000 TL,12 Haziran 2025,Antalya,Muratpaşa
https://www.arabam.com/ilan/galeriden-satilik-fiat-doblo-combi-1-6-multijet-dynamic/galeriden-fiat-doblo-combi-1-6-multijet-dynamic-2010-model-antalya/30149841,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Fiat Doblo Combi 1.6 Multijet Dynamic,Galeriden Fiat Doblo Combi 1.6 Multijet Dynamic 2010 Model Antalya,2010,https://www.arabam.com/ilan/galeriden-satilik-fiat-doblo-combi-1-6-multijet-dynamic/galeriden-fiat-doblo-combi-1-6-multijet-dynamic-2010-model-antalya/30149841,379.000 TL,12 Haziran 2025,Antalya,Muratpaşa
https://www.arabam.com/ilan/galeriden-satilik-ford-focus-1-5-tdci-titanium/otomatik-kendi-kendine-park-etme-ozellikli/30176359,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Ford Focus 1.5 TDCi Titanium,OTOMATİK KENDİ KENDİNE PARK ETME ÖZELLİKLİ,2017,https://www.arabam.com/ilan/galeriden-satilik-ford-focus-1-5-tdci-titanium/otomatik-kendi-kendine-park-etme-ozellikli/30176359,1.150.000 TL,12 Haziran 2025,Bolu,Merkez
https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-cross-1-4-fire-street/12-000-km-orjinal-2023-100-yil-boyasiz-1-99-faiz-tasit-kredi/29990217,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Fiat Egea Cross 1.4 Fire Street,12.000 KM ORJINAL*2023 100.YIL*BOYASIZ*% 1.99 FAİZ -TAŞIT KREDİ,2023,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-cross-1-4-fire-street/12-000-km-orjinal-2023-100-yil-boyasiz-1-99-faiz-tasit-kredi/29990217,930.000 TL,12 Haziran 2025,Osmaniye,Merkez
https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-1-8-tfsi/a4-sedan-1-8-tfsi-2010-model-ankara/27745781,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Audi A4 Sedan 1.8 TFSI,A4 Sedan 1.8 TFSI 2010 Model Ankara,2010,https://www.arabam.com/ilan/galeriden-satilik-audi-a4-sedan-1-8-tfsi/a4-sedan-1-8-tfsi-2010-model-ankara/27745781,829.000 TL,12 Haziran 2025,Ankara,Çankaya
https://www.arabam.com/ilan/galeriden-satilik-fiat-tempra-1-6-sx/atesharman-autodan-93-tempra-1-6-sx/29976485,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Fiat Tempra 1.6 SX,ATEŞHARMAN AUTO’DAN 93 Tempra 1.6 SX,1993,https://www.arabam.com/ilan/galeriden-satilik-fiat-tempra-1-6-sx/atesharman-autodan-93-tempra-1-6-sx/29976485,179.000 TL,12 Haziran 2025,Niğde,Merkez
https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-easy/2021-egea-easy-hatasiz-boyasiz/30175360,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30175360/dbc0dc55-93d1-40b0-b24b-8a364d8a562c_image_for_silan_30175360_240x180.jpg,Fiat Egea 1.3 Multijet Easy,2021 EGEA EASY HATASIZ BOYASIZ,2021,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-easy/2021-egea-easy-hatasiz-boyasiz/30175360,789.000 TL,12 Haziran 2025,Ankara,Yenimahalle
https://www.arabam.com/ilan/galeriden-satilik-peugeot-408-gt/hatasiz-boyasiz-ekstrali-4-bakim-hediyeli/30175356,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30175356/b1b31d14-6562-4f63-ad05-bd285d528571_image_for_silan_30175356_240x180.jpg,Peugeot 408 GT,HATASIZ BOYASIZ EKSTRALI +4 bakım hediyeli,2023,https://www.arabam.com/ilan/galeriden-satilik-peugeot-408-gt/hatasiz-boyasiz-ekstrali-4-bakim-hediyeli/30175356,1.855.000 TL,12 Haziran 2025,Ankara,Yenimahalle
https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-emotion-plus/galeriden-fiat-linea-1-3-multijet-emotion-plus-2011-model-rize/30174444,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30174444/602331e4-09ba-4efb-b46e-f6c9ab38627a_image_for_silan_30174444_240x180.jpg,Fiat Linea 1.3 Multijet Emotion Plus,Galeriden Fiat Linea 1.3 Multijet Emotion Plus 2011 Model Rize,2011,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-emotion-plus/galeriden-fiat-linea-1-3-multijet-emotion-plus-2011-model-rize/30174444,499.500 TL,12 Haziran 2025,Rize,Merkez
https://www.arabam.com/ilan/sahibinden-satilik-audi-a3-sedan-35-tfsi-advanced/sahibinden-audi-a3-sedan-35-tfsi-advanced-2023-model/30168488,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/11/30168488/fe8682f0-3924-4ffb-955e-cefadce0fd76_image_for_silan_30168488_240x180.jpg,Audi A3 Sedan 35 TFSI Advanced,Sahibinden Audi A3 Sedan 35 TFSI Advanced 2023 Model,2023,https://www.arabam.com/ilan/sahibinden-satilik-audi-a3-sedan-35-tfsi-advanced/sahibinden-audi-a3-sedan-35-tfsi-advanced-2023-model/30168488,2.210.000 TL,12 Haziran 2025,Muş,Merkez
https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-courier-1-6-tdci-titanium/hatasiz-degisensiz-agir-bakimlari-yeni-166bin-km-titanium/30173752,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30173752/a6cac9ba-307c-4e08-8d39-3b89d53661be_image_for_silan_30173752_240x180.jpg,Ford Tourneo Courier 1.6 TDCi Titanium,HATASIZ DEĞİŞENSİZ AĞIR BAKIMLARI YENİ 166BİN KM TITANIUM,2017,https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-courier-1-6-tdci-titanium/hatasiz-degisensiz-agir-bakimlari-yeni-166bin-km-titanium/30173752,670.000 TL,12 Haziran 2025,İzmir,Gaziemir
https://www.arabam.com/ilan/galeriden-satilik-tofas-dogan-sl/galeriden-tofas-dogan-sl-1993-model-canakkale/30173721,https://arbstorage.mncdn.com/ilanfotograflari/2025/06/12/30173721/e8792ac4-76ce-4879-a398-462d14f1b86b_image_for_silan_30173721_240x180.jpg,Tofaş Doğan SL,Galeriden Tofaş Doğan SL 1993 Model Çanakkale,1993,https://www.arabam.com/ilan/galeriden-satilik-tofas-dogan-sl/galeriden-tofas-dogan-sl-1993-model-canakkale/30173721,160.000 TL,12 Haziran 2025,Çanakkale,Yenice
